danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,title,artist,hot_100,cluster
0.534,0.285,2,-11.717,1,0.0386,0.679,0.000499,0.128,0.227,97.141,audio_features,29aBFvccQbYYmCnEBP27Y8,spotify:track:29aBFvccQbYYmCnEBP27Y8,https://api.spotify.com/v1/tracks/29aBFvccQbYYmCnEBP27Y8,https://api.spotify.com/v1/audio-analysis/29aBFvccQbYYmCnEBP27Y8,72160,5,walk,kwabs,0,1
0.799,0.789,0,-8.208,1,0.0395,0.0595,0.0,0.0338,0.831,116.083,audio_features,3Ro71R8Vpy166E2PuQDSc8,spotify:track:3Ro71R8Vpy166E2PuQDSc8,https://api.spotify.com/v1/tracks/3Ro71R8Vpy166E2PuQDSc8,https://api.spotify.com/v1/audio-analysis/3Ro71R8Vpy166E2PuQDSc8,333520,4,the magnificent seven - remastered,the clash,0,2
0.739,0.72,4,-6.695,1,0.026,0.0379,0.00267,0.23,0.892,102.997,audio_features,3knS4WXNNRBd3zkx2v78cx,spotify:track:3knS4WXNNRBd3zkx2v78cx,https://api.spotify.com/v1/tracks/3knS4WXNNRBd3zkx2v78cx,https://api.spotify.com/v1/audio-analysis/3knS4WXNNRBd3zkx2v78cx,187640,4,nobo,tijuana panthers,0,2
0.688,0.42,11,-9.015,0,0.0446,0.723,0.626,0.0734,0.624,137.999,audio_features,5oq5kmKIKbcJYLJXhBmmLh,spotify:track:5oq5kmKIKbcJYLJXhBmmLh,https://api.spotify.com/v1/tracks/5oq5kmKIKbcJYLJXhBmmLh,https://api.spotify.com/v1/audio-analysis/5oq5kmKIKbcJYLJXhBmmLh,427227,4,the gaudy side of town,gayngs,0,5
0.688,0.42,11,-9.015,0,0.0446,0.723,0.626,0.0734,0.624,137.999,audio_features,5oq5kmKIKbcJYLJXhBmmLh,spotify:track:5oq5kmKIKbcJYLJXhBmmLh,https://api.spotify.com/v1/tracks/5oq5kmKIKbcJYLJXhBmmLh,https://api.spotify.com/v1/audio-analysis/5oq5kmKIKbcJYLJXhBmmLh,427227,4,the gaudy side of town,gayngs,0,5
0.723,0.585,1,-6.496,1,0.0471,0.0121,0.0,0.325,0.485,134.071,audio_features,3KiEydhjn7yf58h9jBD5Sa,spotify:track:3KiEydhjn7yf58h9jBD5Sa,https://api.spotify.com/v1/tracks/3KiEydhjn7yf58h9jBD5Sa,https://api.spotify.com/v1/audio-analysis/3KiEydhjn7yf58h9jBD5Sa,299800,4,u mad,vic mensa,0,7
0.63,0.98,1,-4.914,1,0.059,0.228,0.00661,0.487,0.799,108.009,audio_features,6O1G9pwLEidT5QTjuZw3tL,spotify:track:6O1G9pwLEidT5QTjuZw3tL,https://api.spotify.com/v1/tracks/6O1G9pwLEidT5QTjuZw3tL,https://api.spotify.com/v1/audio-analysis/6O1G9pwLEidT5QTjuZw3tL,315595,4,slumlord,neon indian,0,4
0.6,0.746,9,-6.046,1,0.0738,0.0141,0.000115,0.139,0.216,99.876,audio_features,5HTBPhN9b2GMp5YXAGV6lT,spotify:track:5HTBPhN9b2GMp5YXAGV6lT,https://api.spotify.com/v1/tracks/5HTBPhN9b2GMp5YXAGV6lT,https://api.spotify.com/v1/audio-analysis/5HTBPhN9b2GMp5YXAGV6lT,237480,4,leave a trace,chvrches,0,7
0.571,0.632,5,-6.884,0,0.752,0.252,0.0,0.104,0.943,199.987,audio_features,29rBJWizgnVht4qXpHyDxh,spotify:track:29rBJWizgnVht4qXpHyDxh,https://api.spotify.com/v1/tracks/29rBJWizgnVht4qXpHyDxh,https://api.spotify.com/v1/audio-analysis/29rBJWizgnVht4qXpHyDxh,292760,4,willing & able,disclosure,0,6
0.698,0.793,1,-5.332,0,0.105,0.123,0.0,0.0805,0.454,129.948,audio_features,5yJzkdwbrQCwua2dIC3K6A,spotify:track:5yJzkdwbrQCwua2dIC3K6A,https://api.spotify.com/v1/tracks/5yJzkdwbrQCwua2dIC3K6A,https://api.spotify.com/v1/audio-analysis/5yJzkdwbrQCwua2dIC3K6A,236760,4,white girl,shy glizzy,0,7
0.764,0.772,0,-4.713,1,0.0537,0.00698,0.0303,0.772,0.345,130.025,audio_features,2v0cvcRLvyXGIZNH7UxQji,spotify:track:2v0cvcRLvyXGIZNH7UxQji,https://api.spotify.com/v1/tracks/2v0cvcRLvyXGIZNH7UxQji,https://api.spotify.com/v1/audio-analysis/2v0cvcRLvyXGIZNH7UxQji,213375,4,maneuvering,ilovemakonnen,0,4
0.512,0.771,4,-7.006,1,0.0402,0.168,0.0,0.0895,0.803,129.639,audio_features,1WN4uNclrDuczTO3bCr8s1,spotify:track:1WN4uNclrDuczTO3bCr8s1,https://api.spotify.com/v1/tracks/1WN4uNclrDuczTO3bCr8s1,https://api.spotify.com/v1/audio-analysis/1WN4uNclrDuczTO3bCr8s1,160907,4,be my baby,the ronettes,0,2
0.529,0.772,2,-7.013,1,0.0287,0.403,2.21e-06,0.316,0.853,91.751,audio_features,5ASM6Qjiav2xPe7gRkQMsQ,spotify:track:5ASM6Qjiav2xPe7gRkQMsQ,https://api.spotify.com/v1/tracks/5ASM6Qjiav2xPe7gRkQMsQ,https://api.spotify.com/v1/audio-analysis/5ASM6Qjiav2xPe7gRkQMsQ,181267,4,why don't they let us fall in love,the ronettes,0,2
0.527,0.308,0,-11.809,1,0.0284,0.551,4.25e-05,0.0921,0.514,136.297,audio_features,25IiJu0DjOqsnQXgNHWp5i,spotify:track:25IiJu0DjOqsnQXgNHWp5i,https://api.spotify.com/v1/tracks/25IiJu0DjOqsnQXgNHWp5i,https://api.spotify.com/v1/audio-analysis/25IiJu0DjOqsnQXgNHWp5i,160865,4,will you love me tomorrow,the shirelles,0,1
0.251,0.868,1,-2.685,1,0.128,0.488,7.34e-06,0.814,0.599,177.13,audio_features,6vcG9EgeqJUSmmF65lxUm6,spotify:track:6vcG9EgeqJUSmmF65lxUm6,https://api.spotify.com/v1/tracks/6vcG9EgeqJUSmmF65lxUm6,https://api.spotify.com/v1/audio-analysis/6vcG9EgeqJUSmmF65lxUm6,128200,4,one fine day,the chiffons,0,4
0.558,0.633,7,-3.265,1,0.0329,0.487,0.0,0.129,0.871,72.494,audio_features,2Bs1Lw9LX8hBm70t1iGdlh,spotify:track:2Bs1Lw9LX8hBm70t1iGdlh,https://api.spotify.com/v1/tracks/2Bs1Lw9LX8hBm70t1iGdlh,https://api.spotify.com/v1/audio-analysis/2Bs1Lw9LX8hBm70t1iGdlh,112520,4,he's so fine - 2000 digital remaster,the chiffons,0,2
0.692,0.501,9,-11.708,1,0.0625,0.368,0.0,0.0393,0.961,128.388,audio_features,1Pq47iFLC5U7j8xeNiNcuS,spotify:track:1Pq47iFLC5U7j8xeNiNcuS,https://api.spotify.com/v1/tracks/1Pq47iFLC5U7j8xeNiNcuS,https://api.spotify.com/v1/audio-analysis/1Pq47iFLC5U7j8xeNiNcuS,140000,4,it's my party,lesley gore,0,2
0.785,0.776,2,-5.259,1,0.0312,0.729,0.0,0.181,0.967,121.505,audio_features,6jX5mso4x00c1EiNMrTU9U,spotify:track:6jX5mso4x00c1EiNMrTU9U,https://api.spotify.com/v1/tracks/6jX5mso4x00c1EiNMrTU9U,https://api.spotify.com/v1/audio-analysis/6jX5mso4x00c1EiNMrTU9U,148040,4,please mr. postman,the marvelettes,0,2
0.53,0.918,4,-2.534,0,0.139,0.00817,0.000286,0.377,0.356,122.783,audio_features,4bCQEjAYoXY5ZTX670IuVT,spotify:track:4bCQEjAYoXY5ZTX670IuVT,https://api.spotify.com/v1/tracks/4bCQEjAYoXY5ZTX670IuVT,https://api.spotify.com/v1/audio-analysis/4bCQEjAYoXY5ZTX670IuVT,196373,4,fiesta - remix,bomba estéreo,0,4
0.661,0.531,7,-10.113,0,0.548,0.141,0.0,0.136,0.672,93.287,audio_features,2l4UVfs8CyBJWLqUmjekDw,spotify:track:2l4UVfs8CyBJWLqUmjekDw,https://api.spotify.com/v1/tracks/2l4UVfs8CyBJWLqUmjekDw,https://api.spotify.com/v1/audio-analysis/2l4UVfs8CyBJWLqUmjekDw,196615,5,queen's speech 4,lady leshurr,0,6
0.644,0.385,6,-10.655,0,0.354,0.658,2.11e-06,0.2,0.69,178.737,audio_features,716yRY4jWX4eq5ki6YFQwA,spotify:track:716yRY4jWX4eq5ki6YFQwA,https://api.spotify.com/v1/tracks/716yRY4jWX4eq5ki6YFQwA,https://api.spotify.com/v1/audio-analysis/716yRY4jWX4eq5ki6YFQwA,29048,4,i know there's gonna be (good times),jamie xx,0,6
0.644,0.385,6,-10.655,0,0.354,0.658,2.11e-06,0.2,0.69,178.737,audio_features,716yRY4jWX4eq5ki6YFQwA,spotify:track:716yRY4jWX4eq5ki6YFQwA,https://api.spotify.com/v1/tracks/716yRY4jWX4eq5ki6YFQwA,https://api.spotify.com/v1/audio-analysis/716yRY4jWX4eq5ki6YFQwA,29048,4,i know there's gonna be (good times),jamie xx,0,6
0.751,0.597,9,-6.59,0,0.125,0.0659,0.0,0.0881,0.159,123.997,audio_features,6o4nVtywF4F75RkOcDxrtd,spotify:track:6o4nVtywF4F75RkOcDxrtd,https://api.spotify.com/v1/tracks/6o4nVtywF4F75RkOcDxrtd,https://api.spotify.com/v1/audio-analysis/6o4nVtywF4F75RkOcDxrtd,202533,4,with that (feat. duke),young thug,0,7
0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,audio_features,0wwPcA6wtMf6HUMpIRdeP7,spotify:track:0wwPcA6wtMf6HUMpIRdeP7,https://api.spotify.com/v1/tracks/0wwPcA6wtMf6HUMpIRdeP7,https://api.spotify.com/v1/audio-analysis/0wwPcA6wtMf6HUMpIRdeP7,267067,4,hotline bling,drake,0,2
0.618,0.717,7,-5.738,1,0.318,0.00256,0.0,0.625,0.603,190.05,audio_features,5NQbUaeTEOGdD6hHcre0dZ,spotify:track:5NQbUaeTEOGdD6hHcre0dZ,https://api.spotify.com/v1/tracks/5NQbUaeTEOGdD6hHcre0dZ,https://api.spotify.com/v1/audio-analysis/5NQbUaeTEOGdD6hHcre0dZ,196693,4,679 (feat. remy boyz),fetty wap,0,4
0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075,audio_features,2d8JP84HNLKhmd6IYOoupQ,spotify:track:2d8JP84HNLKhmd6IYOoupQ,https://api.spotify.com/v1/tracks/2d8JP84HNLKhmd6IYOoupQ,https://api.spotify.com/v1/audio-analysis/2d8JP84HNLKhmd6IYOoupQ,222093,4,trap queen,fetty wap,0,2
0.891,0.486,6,-7.803,1,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,audio_features,4scpF6J5uMBvoh6sFB7EL1,spotify:track:4scpF6J5uMBvoh6sFB7EL1,https://api.spotify.com/v1/tracks/4scpF6J5uMBvoh6sFB7EL1,https://api.spotify.com/v1/audio-analysis/4scpF6J5uMBvoh6sFB7EL1,200080,4,no type,rae sremmurd,0,7
0.451,0.643,6,-6.237,1,0.051,0.0124,0.951,0.122,0.15,128.052,audio_features,7Cdfyv2JJm9DCGQoSrK3d2,spotify:track:7Cdfyv2JJm9DCGQoSrK3d2,https://api.spotify.com/v1/tracks/7Cdfyv2JJm9DCGQoSrK3d2,https://api.spotify.com/v1/audio-analysis/7Cdfyv2JJm9DCGQoSrK3d2,318750,4,chasing heaven,bassnectar,0,5
0.507,0.934,8,-2.325,0,0.188,0.00936,0.00175,0.222,0.471,175.954,audio_features,3NPYT4nilQ6YW1uA8I7orI,spotify:track:3NPYT4nilQ6YW1uA8I7orI,https://api.spotify.com/v1/tracks/3NPYT4nilQ6YW1uA8I7orI,https://api.spotify.com/v1/audio-analysis/3NPYT4nilQ6YW1uA8I7orI,282273,4,speakerbox (feat. lafa taylor),bassnectar,0,0
0.698,0.911,11,-2.57,0,0.217,0.000757,0.000103,0.281,0.564,160.031,audio_features,7yzwszgJUDrllWnG9cQkxQ,spotify:track:7yzwszgJUDrllWnG9cQkxQ,https://api.spotify.com/v1/tracks/7yzwszgJUDrllWnG9cQkxQ,https://api.spotify.com/v1/audio-analysis/7yzwszgJUDrllWnG9cQkxQ,253773,4,movin' bass - gta remix,rick ross,0,0
0.46,0.455,0,-9.295,0,0.0975,0.709,0.000845,0.0989,0.772,208.328,audio_features,2bpWyCj94RZBXCMdvkV0Mt,spotify:track:2bpWyCj94RZBXCMdvkV0Mt,https://api.spotify.com/v1/tracks/2bpWyCj94RZBXCMdvkV0Mt,https://api.spotify.com/v1/audio-analysis/2bpWyCj94RZBXCMdvkV0Mt,226325,4,danger and dread,brown bird,0,0
0.526,0.712,11,-6.525,0,0.0356,0.0161,0.0,0.179,0.32,105.009,audio_features,1eyzqe2QqGZUmfcPZtrIyt,spotify:track:1eyzqe2QqGZUmfcPZtrIyt,https://api.spotify.com/v1/tracks/1eyzqe2QqGZUmfcPZtrIyt,https://api.spotify.com/v1/audio-analysis/1eyzqe2QqGZUmfcPZtrIyt,241440,4,midnight city,m83,0,7
0.526,0.712,11,-6.525,0,0.0356,0.0161,0.0,0.179,0.32,105.009,audio_features,1eyzqe2QqGZUmfcPZtrIyt,spotify:track:1eyzqe2QqGZUmfcPZtrIyt,https://api.spotify.com/v1/tracks/1eyzqe2QqGZUmfcPZtrIyt,https://api.spotify.com/v1/audio-analysis/1eyzqe2QqGZUmfcPZtrIyt,241440,4,midnight city,m83,0,7
0.641,0.924,10,-7.697,0,0.0578,0.107,0.0269,0.0982,0.891,90.858,audio_features,43ile6cBzr9uaC4bJf6J3N,spotify:track:43ile6cBzr9uaC4bJf6J3N,https://api.spotify.com/v1/tracks/43ile6cBzr9uaC4bJf6J3N,https://api.spotify.com/v1/audio-analysis/43ile6cBzr9uaC4bJf6J3N,591707,4,water no get enemy - edit,fela kuti,0,2
0.4,0.65,5,-6.104,0,0.0466,0.0118,7.62e-05,0.791,0.15,107.989,audio_features,4QhWbupniDd44EDtnh2bFJ,spotify:track:4QhWbupniDd44EDtnh2bFJ,https://api.spotify.com/v1/tracks/4QhWbupniDd44EDtnh2bFJ,https://api.spotify.com/v1/audio-analysis/4QhWbupniDd44EDtnh2bFJ,592920,4,pyramids,frank ocean,0,4
0.4,0.65,5,-6.104,0,0.0466,0.0118,7.62e-05,0.791,0.15,107.989,audio_features,4QhWbupniDd44EDtnh2bFJ,spotify:track:4QhWbupniDd44EDtnh2bFJ,https://api.spotify.com/v1/tracks/4QhWbupniDd44EDtnh2bFJ,https://api.spotify.com/v1/audio-analysis/4QhWbupniDd44EDtnh2bFJ,592920,4,pyramids,frank ocean,0,4
0.275,0.126,9,-17.077,1,0.033,0.879,0.000799,0.0791,0.21,88.626,audio_features,0D1OY0M5A0qD5HGBvFmFid,spotify:track:0D1OY0M5A0qD5HGBvFmFid,https://api.spotify.com/v1/tracks/0D1OY0M5A0qD5HGBvFmFid,https://api.spotify.com/v1/audio-analysis/0D1OY0M5A0qD5HGBvFmFid,194160,4,hercules theme,hercules & love affair,0,3
0.665,0.732,5,-4.865,1,0.173,0.768,0.0,0.378,0.436,82.026,audio_features,4BBnKqIS2pj2hX0zm0CZZx,spotify:track:4BBnKqIS2pj2hX0zm0CZZx,https://api.spotify.com/v1/tracks/4BBnKqIS2pj2hX0zm0CZZx,https://api.spotify.com/v1/audio-analysis/4BBnKqIS2pj2hX0zm0CZZx,180613,4,rewind,kelela,0,1
0.732,0.572,0,-6.157,1,0.0386,0.00117,0.0,0.378,0.239,128.05,audio_features,36N2bDLedBsK9VylCszIwH,spotify:track:36N2bDLedBsK9VylCszIwH,https://api.spotify.com/v1/tracks/36N2bDLedBsK9VylCszIwH,https://api.spotify.com/v1/audio-analysis/36N2bDLedBsK9VylCszIwH,242467,4,my sub (pt. 2: the jackin') - album version (edited),big k.r.i.t.,0,7
0.525,0.619,6,-8.863,1,0.194,0.0201,0.0,0.0968,0.688,82.938,audio_features,50dyNck4duXQqdW8epVRfE,spotify:track:50dyNck4duXQqdW8epVRfE,https://api.spotify.com/v1/tracks/50dyNck4duXQqdW8epVRfE,https://api.spotify.com/v1/audio-analysis/50dyNck4duXQqdW8epVRfE,221960,4,kush,lil wayne,0,2
0.6,0.603,7,-8.696,1,0.0741,0.313,0.0,0.0872,0.379,168.085,audio_features,77p4fRpoeiZMtUy3P9kN21,spotify:track:77p4fRpoeiZMtUy3P9kN21,https://api.spotify.com/v1/tracks/77p4fRpoeiZMtUy3P9kN21,https://api.spotify.com/v1/audio-analysis/77p4fRpoeiZMtUy3P9kN21,225107,4,9,willow,0,0
0.795,0.579,7,-9.949,1,0.16,0.00228,0.0279,0.318,0.544,115.998,audio_features,4teIbCGADOYxzU9XzElvnQ,spotify:track:4teIbCGADOYxzU9XzElvnQ,https://api.spotify.com/v1/tracks/4teIbCGADOYxzU9XzElvnQ,https://api.spotify.com/v1/audio-analysis/4teIbCGADOYxzU9XzElvnQ,376271,4,magnets,disclosure,0,2
0.558,0.642,5,-5.206,0,0.0321,7.19e-05,0.00746,0.201,0.482,99.977,audio_features,3p0rvHL2zfHAlXAgnHC4GI,spotify:track:3p0rvHL2zfHAlXAgnHC4GI,https://api.spotify.com/v1/tracks/3p0rvHL2zfHAlXAgnHC4GI,https://api.spotify.com/v1/audio-analysis/3p0rvHL2zfHAlXAgnHC4GI,258187,4,don't move,phantogram,0,7
0.694,0.794,4,-6.741,1,0.108,0.0191,0.0758,0.49,0.758,91.967,audio_features,0nghE8iUqF4SkTaMqQNxiG,spotify:track:0nghE8iUqF4SkTaMqQNxiG,https://api.spotify.com/v1/tracks/0nghE8iUqF4SkTaMqQNxiG,https://api.spotify.com/v1/audio-analysis/0nghE8iUqF4SkTaMqQNxiG,248053,4,pussy,brazilian girls,0,4
0.694,0.794,4,-6.741,1,0.108,0.0191,0.0758,0.49,0.758,91.967,audio_features,0nghE8iUqF4SkTaMqQNxiG,spotify:track:0nghE8iUqF4SkTaMqQNxiG,https://api.spotify.com/v1/tracks/0nghE8iUqF4SkTaMqQNxiG,https://api.spotify.com/v1/audio-analysis/0nghE8iUqF4SkTaMqQNxiG,248053,4,pussy,brazilian girls,0,1
0.749,0.577,4,-6.446,0,0.295,0.0984,1.08e-05,0.316,0.46,172.054,audio_features,5wlFf3t4c5ITfKH5L0TeXD,spotify:track:5wlFf3t4c5ITfKH5L0TeXD,https://api.spotify.com/v1/tracks/5wlFf3t4c5ITfKH5L0TeXD,https://api.spotify.com/v1/audio-analysis/5wlFf3t4c5ITfKH5L0TeXD,191107,4,black mags,the cool kids,0,6
0.789,0.881,11,-5.758,1,0.0331,0.109,0.0,0.355,0.647,133.299,audio_features,5MYFw4T2gy52pOGBN4EYHS,spotify:track:5MYFw4T2gy52pOGBN4EYHS,https://api.spotify.com/v1/tracks/5MYFw4T2gy52pOGBN4EYHS,https://api.spotify.com/v1/audio-analysis/5MYFw4T2gy52pOGBN4EYHS,236600,4,stay fly - explicit album version,three 6 mafia,0,2
0.944,0.84,11,-4.141,1,0.108,0.00922,0.0,0.0921,0.89,136.019,audio_features,2EduiM2UNwjCC7PsLxnOCH,spotify:track:2EduiM2UNwjCC7PsLxnOCH,https://api.spotify.com/v1/tracks/2EduiM2UNwjCC7PsLxnOCH,https://api.spotify.com/v1/audio-analysis/2EduiM2UNwjCC7PsLxnOCH,261973,4,sippin on some syrup,three 6 mafia,0,2
0.729,0.795,7,-4.579,1,0.144,0.354,0.0,0.536,0.856,146.747,audio_features,5zd9TgduWbfFXwgnm3K3Rz,spotify:track:5zd9TgduWbfFXwgnm3K3Rz,https://api.spotify.com/v1/tracks/5zd9TgduWbfFXwgnm3K3Rz,https://api.spotify.com/v1/audio-analysis/5zd9TgduWbfFXwgnm3K3Rz,176880,4,poppin' my collar - feat. project pat - explicit,three 6 mafia,0,4
0.729,0.795,7,-4.579,1,0.144,0.354,0.0,0.536,0.856,146.747,audio_features,5zd9TgduWbfFXwgnm3K3Rz,spotify:track:5zd9TgduWbfFXwgnm3K3Rz,https://api.spotify.com/v1/tracks/5zd9TgduWbfFXwgnm3K3Rz,https://api.spotify.com/v1/audio-analysis/5zd9TgduWbfFXwgnm3K3Rz,176880,4,poppin' my collar - feat. project pat - explicit,three 6 mafia,0,4
0.721,0.621,1,-4.378,1,0.306,0.00469,0.0103,0.199,0.568,159.967,audio_features,24PWKmemCvqfyVXODhoKHW,spotify:track:24PWKmemCvqfyVXODhoKHW,https://api.spotify.com/v1/tracks/24PWKmemCvqfyVXODhoKHW,https://api.spotify.com/v1/audio-analysis/24PWKmemCvqfyVXODhoKHW,228933,4,sittin' sidewayz - feat. big pokey explicit,paul wall,0,6
0.771,0.776,1,-6.299,1,0.272,0.00109,1.45e-05,0.0297,0.465,162.049,audio_features,7KChsXsMPsgSTPQZLNGV5W,spotify:track:7KChsXsMPsgSTPQZLNGV5W,https://api.spotify.com/v1/tracks/7KChsXsMPsgSTPQZLNGV5W,https://api.spotify.com/v1/audio-analysis/7KChsXsMPsgSTPQZLNGV5W,227587,4,gold and a pager,the cool kids,0,6
0.857,0.651,11,-9.703,1,0.31,0.0356,0.0,0.108,0.532,98.533,audio_features,5p4bktH4DRlP1cmaYisJui,spotify:track:5p4bktH4DRlP1cmaYisJui,https://api.spotify.com/v1/tracks/5p4bktH4DRlP1cmaYisJui,https://api.spotify.com/v1/audio-analysis/5p4bktH4DRlP1cmaYisJui,172980,4,smell yo d*ck,riskay,0,6
0.684,0.38,11,-17.407,0,0.0417,0.179,0.000135,0.175,0.887,120.97,audio_features,7gwZN4JexTbocbDywuDE8p,spotify:track:7gwZN4JexTbocbDywuDE8p,https://api.spotify.com/v1/tracks/7gwZN4JexTbocbDywuDE8p,https://api.spotify.com/v1/audio-analysis/7gwZN4JexTbocbDywuDE8p,112863,4,don't wanna lose,ex hex,0,2
0.764,0.862,4,-7.023,1,0.0391,0.233,0.0537,0.0972,0.869,122.031,audio_features,1nBs7zLPXq4VsMTKDx8FYz,spotify:track:1nBs7zLPXq4VsMTKDx8FYz,https://api.spotify.com/v1/tracks/1nBs7zLPXq4VsMTKDx8FYz,https://api.spotify.com/v1/audio-analysis/1nBs7zLPXq4VsMTKDx8FYz,194067,4,endless rhythm,baio,0,2
0.772,0.635,0,-8.412,1,0.0536,0.937,0.0176,0.0961,0.6,168.039,audio_features,59xqZZ894lF9FyHnUHswZx,spotify:track:59xqZZ894lF9FyHnUHswZx,https://api.spotify.com/v1/tracks/59xqZZ894lF9FyHnUHswZx,https://api.spotify.com/v1/audio-analysis/59xqZZ894lF9FyHnUHswZx,220093,4,demon,shamir,0,1
0.259,0.847,2,-6.298,1,0.0332,2.13e-05,0.823,0.133,0.682,150.162,audio_features,0Q2vqScvfcZOmxoXlW4p0V,spotify:track:0Q2vqScvfcZOmxoXlW4p0V,https://api.spotify.com/v1/tracks/0Q2vqScvfcZOmxoXlW4p0V,https://api.spotify.com/v1/audio-analysis/0Q2vqScvfcZOmxoXlW4p0V,350920,4,nothing ever happened,deerhunter,0,5
0.664,0.587,1,-7.15,1,0.27,0.0195,2.91e-06,0.462,0.282,149.954,audio_features,6Q1TIMUFgQIiRJlPMgXKsC,spotify:track:6Q1TIMUFgQIiRJlPMgXKsC,https://api.spotify.com/v1/tracks/6Q1TIMUFgQIiRJlPMgXKsC,https://api.spotify.com/v1/audio-analysis/6Q1TIMUFgQIiRJlPMgXKsC,204840,4,oh my darling don't meow (just blaze remix),run the jewels,0,6
0.733,0.477,2,-6.737,0,0.0687,0.302,2.97e-06,0.0579,0.545,62.507,audio_features,3mRLHiSHYtC8Hk7bzZdUs1,spotify:track:3mRLHiSHYtC8Hk7bzZdUs1,https://api.spotify.com/v1/tracks/3mRLHiSHYtC8Hk7bzZdUs1,https://api.spotify.com/v1/audio-analysis/3mRLHiSHYtC8Hk7bzZdUs1,216133,4,river,ibeyi,0,2
0.733,0.477,2,-6.737,0,0.0687,0.302,2.97e-06,0.0579,0.545,62.507,audio_features,3mRLHiSHYtC8Hk7bzZdUs1,spotify:track:3mRLHiSHYtC8Hk7bzZdUs1,https://api.spotify.com/v1/tracks/3mRLHiSHYtC8Hk7bzZdUs1,https://api.spotify.com/v1/audio-analysis/3mRLHiSHYtC8Hk7bzZdUs1,216133,4,river,ibeyi,0,2
0.735,0.583,0,-6.434,0,0.174,0.33,0.00137,0.122,0.497,140.969,audio_features,5y5qNTyfvCQ6s230gLSjlv,spotify:track:5y5qNTyfvCQ6s230gLSjlv,https://api.spotify.com/v1/tracks/5y5qNTyfvCQ6s230gLSjlv,https://api.spotify.com/v1/audio-analysis/5y5qNTyfvCQ6s230gLSjlv,221787,4,the buzz (feat. mataya & young tapz),hermitude,0,6
0.861,0.651,9,-4.718,0,0.111,0.0739,0.0,0.211,0.421,122.985,audio_features,79reBHqpRoWXaQbjBBY3UC,spotify:track:79reBHqpRoWXaQbjBBY3UC,https://api.spotify.com/v1/tracks/79reBHqpRoWXaQbjBBY3UC,https://api.spotify.com/v1/audio-analysis/79reBHqpRoWXaQbjBBY3UC,310907,4,all day,kanye west,0,7
0.704,0.431,8,-7.893,1,0.131,0.185,0.0972,0.249,0.346,146.003,audio_features,2KBzUcKeNdsujWiK3djHvd,spotify:track:2KBzUcKeNdsujWiK3djHvd,https://api.spotify.com/v1/tracks/2KBzUcKeNdsujWiK3djHvd,https://api.spotify.com/v1/audio-analysis/2KBzUcKeNdsujWiK3djHvd,282253,4,blood on the money,future,0,7
0.581,0.687,6,-5.4,1,0.105,0.229,0.0,0.109,0.187,76.014,audio_features,1Omt5bfz1tZUCqd26HxbS0,spotify:track:1Omt5bfz1tZUCqd26HxbS0,https://api.spotify.com/v1/tracks/1Omt5bfz1tZUCqd26HxbS0,https://api.spotify.com/v1/audio-analysis/1Omt5bfz1tZUCqd26HxbS0,240600,4,river,leon bridges,0,7
0.502,0.833,2,-4.982,1,0.0638,0.000472,0.044,0.352,0.596,142.053,audio_features,1KxktNLgiFOTtI7mfKVCoa,spotify:track:1KxktNLgiFOTtI7mfKVCoa,https://api.spotify.com/v1/tracks/1KxktNLgiFOTtI7mfKVCoa,https://api.spotify.com/v1/audio-analysis/1KxktNLgiFOTtI7mfKVCoa,244204,4,trust me danny,ilovemakonnen,0,0
0.502,0.833,2,-4.982,1,0.0638,0.000472,0.044,0.352,0.596,142.053,audio_features,1KxktNLgiFOTtI7mfKVCoa,spotify:track:1KxktNLgiFOTtI7mfKVCoa,https://api.spotify.com/v1/tracks/1KxktNLgiFOTtI7mfKVCoa,https://api.spotify.com/v1/audio-analysis/1KxktNLgiFOTtI7mfKVCoa,244204,4,trust me danny,ilovemakonnen,0,0
0.776,0.675,8,-6.224,0,0.266,0.00196,0.0,0.227,0.27,131.984,audio_features,7jslhIiELQkgW9IHeYNOWE,spotify:track:7jslhIiELQkgW9IHeYNOWE,https://api.spotify.com/v1/tracks/7jslhIiELQkgW9IHeYNOWE,https://api.spotify.com/v1/audio-analysis/7jslhIiELQkgW9IHeYNOWE,217707,4,big rings,drake,0,6
0.32,0.295,7,-7.081,0,0.0304,0.857,0.0,0.0828,0.16,119.802,audio_features,4RlEfpp0p8TzRwseTUA4fp,spotify:track:4RlEfpp0p8TzRwseTUA4fp,https://api.spotify.com/v1/tracks/4RlEfpp0p8TzRwseTUA4fp,https://api.spotify.com/v1/audio-analysis/4RlEfpp0p8TzRwseTUA4fp,186147,5,annie,neon indian,0,1
0.32,0.295,7,-7.081,0,0.0304,0.857,0.0,0.0828,0.16,119.802,audio_features,4RlEfpp0p8TzRwseTUA4fp,spotify:track:4RlEfpp0p8TzRwseTUA4fp,https://api.spotify.com/v1/tracks/4RlEfpp0p8TzRwseTUA4fp,https://api.spotify.com/v1/audio-analysis/4RlEfpp0p8TzRwseTUA4fp,186147,5,annie,neon indian,0,1
